,data,count
993,"('e', 'se_')",993
994,"('bu', 's')",994
995,"('fe', 'w_')",995
996,"('v', 'es_')",996
997,"('su', 'pp')",997
998,"('p', 'ing_')",998
999,"('perform', 'ance_')",999
1000,"('comp', 'le')",1000
1001,"('p', 'er_')",1001
1002,"('ite', 'ms_')",1002
1003,"('ear', 'ly_')",1003
1004,"('wri', 'te_')",1004
1005,"('f', 'ar_')",1005
1006,"('mi', 'ght_')",1006
1007,"('purch', 'ase_')",1007
1008,"('sho', 'p_')",1008
1009,"('call', 'ed_')",1009
1010,"('ti', 'es_')",1010
1011,"('a', 'ch_')",1011
1012,"('infor', 'mation_')",1012
1013,"('fa', 'mi')",1013
1014,"('adv', 'ance_')",1014
1015,"('am', 'ount_')",1015
1016,"('ke', 'ts_')",1016
1017,"('we', 'ar_')",1017
1018,"('hi', 'gh_')",1018
1019,"('manag', 'er_')",1019
1020,"('pret', 'ty_')",1020
1021,"('te', 'st_')",1021
1022,"('en', 'ing_')",1022
1023,"('y', 'ed_')",1023
1024,"('ll', 's_')",1024
1025,"('ch', 'in')",1025
1026,"('ye', 'ars_')",1026
1027,"('st', 'ay_')",1027
1028,"('u', 'p')",1028
1029,"('i', 'ght_')",1029
1030,"('pre', 'p')",1030
1031,"('in', 'clu')",1031
1032,"('prep', 'are_')",1032
1033,"('st', 'ing_')",1033
1034,"('c', 'are_')",1034
1035,"('fa', 'st_')",1035
1036,"('ch', 'il')",1036
1037,"('li', 'ty_')",1037
1038,"('hou', 'se_')",1038
1039,"('su', 'm')",1039
1040,"('ro', 'om')",1040
1041,"('ex', 'tr')",1041
1042,"('k', 'en_')",1042
1043,"('ide', 'a_')",1043
1044,"('h', 'op')",1044
1045,"('cla', 'ss_')",1045
1046,"('ex', 'c')",1046
1047,"('exc', 'use_')",1047
1048,"('medic', 'ine_')",1048
1049,"('s', 'ays_')",1049
1050,"('pr', 'in')",1050
1051,"('tho', 'se_')",1051
1052,"('recei', 'ved_')",1052
1053,"('ca', 'sh_')",1053
1054,"('im', 'por')",1054
1055,"('re', 'ad_')",1055
1056,"('din', 'ner_')",1056
1057,"('ha', 'ving_')",1057
1058,"('lun', 'ch_')",1058
1059,"('sa', 'w_')",1059
1060,"('pic', 'ture_')",1060
1061,"('on', 'es_')",1061
1062,"('thin', 'king_')",1062
1063,"('tr', 'ain_')",1063
1064,"('re', 'turn_')",1064
1065,"('ev', 'ent_')",1065
1066,"('sa', 'ge_')",1066
1067,"('f', 'am')",1067
1068,"('fam', 'ous_')",1068
1069,"('f', 'e_')",1069
1070,"('pl', 'an_')",1070
1071,"('e', 'le')",1071
1072,"('room', 's_')",1072
1073,"('pl', 'ac')",1073
1074,"('j', 'u')",1074
1075,"('cu', 't_')",1075
1076,"('d', 'a')",1076
1077,"('h', 'er_')",1077
1078,"('in', 'cre')",1078
1079,"('prom', 'o')",1079
1080,"('ch', 'o')",1080
1081,"('f', 'ec')",1081
1082,"('wan', 'ted_')",1082
1083,"('enc', 'y_')",1083
1084,"('me', 'et_')",1084
1085,"('ab', 'ly_')",1085
1086,"('ear', 'li')",1086
1087,"('every', 'one_')",1087
1088,"('w', 'ai')",1088
1089,"('en', 'ed_')",1089
1090,"('v', 'o')",1090
1091,"('do', 'cu')",1091
1092,"('ch', 'oo')",1092
1093,"('comp', 'u')",1093
1094,"('h', 'ot_')",1094
1095,"('l', 'on')",1095
1096,"('s', 'y')",1096
1097,"('extr', 'a_')",1097
1098,"('g', 'ing_')",1098
1099,"('sh', 'ort_')",1099
1100,"('sh', 'ed_')",1100
1101,"('re', 's_')",1101
1102,"('bu', 'il')",1102
1103,"('with', 'in_')",1103
1104,"('de', 'sign_')",1104
1105,"('at', 'es_')",1105
1106,"('g', 'in')",1106
1107,"('arri', 've_')",1107
1108,"('wor', 'ried_')",1108
1109,"('wor', 'ry_')",1109
1110,"('trav', 'el_')",1110
1111,"('su', 'dd')",1111
1112,"('ar', 'i')",1112
1113,"('ch', 'ing_')",1113
1114,"('com', 'es_')",1114
1115,"('trans', 'fer_')",1115
1116,"('of', 'ten_')",1116
1117,"('hop', 'e_')",1117
1118,"('st', 'af')",1118
1119,"('recei', 've_')",1119
1120,"('s', 'k')",1120
1121,"('si', 'on_')",1121
1122,"('comfor', 'table_')",1122
1123,"('in', 'ing_')",1123
1124,"('in', 'side_')",1124
1125,"('l', 'ow_')",1125
1126,"('par', 'ed_')",1126
1127,"('in', 'st')",1127
1128,"('than', 'ks_')",1128
1129,"('sp', 'ic')",1129
1130,"('h', 'is_')",1130
1131,"('ch', 'ed_')",1131
1132,"('cor', 'rec')",1132
1133,"('e', 'ver_')",1133
1134,"('deli', 'ver')",1134
1135,"('se', 'ats_')",1135
1136,"('o', 'ld_')",1136
1137,"('prob', 'ably_')",1137
1138,"('g', 'er')",1138
1139,"('tr', 'ying_')",1139
1140,"('se', 'll_')",1140
1141,"('i', 'd_')",1141
1142,"('staf', 'f_')",1142
1143,"('to', 'p_')",1143
1144,"('ad', 'dress_')",1144
1145,"('di', 's')",1145
1146,"('earli', 'er_')",1146
1147,"('w', 'ard_')",1147
1148,"('t', 'ook_')",1148
1149,"('under', 'stand_')",1149
1150,"('se', 'con')",1150
1151,"('car', 'e')",1151
1152,"('an', 'ts_')",1152
1153,"('pers', 'on')",1153
1154,"('ex', 'erci')",1154
1155,"('t', 'ant_')",1155
1156,"('ite', 'm_')",1156
1157,"('t', 'our_')",1157
1158,"('cou', 'p')",1158
1159,"('th', 'ough_')",1159
1160,"('bo', 'dy_')",1160
1161,"('que', 's')",1161
1162,"('fami', 'ly_')",1162
1163,"('el', 's_')",1163
1164,"('employe', 'e_')",1164
1165,"('s', 'sed_')",1165
1166,"('choo', 'se_')",1166
1167,"('sp', 'ort_')",1167
1168,"('ne', 'w')",1168
1169,"('er', 'i')",1169
1170,"('li', 'sh_')",1170
1171,"('to', 'tal_')",1171
1172,"('are', 'a_')",1172
1173,"('ne', 'e')",1173
1174,"('g', 'la')",1174
1175,"('coun', 'try_')",1175
1176,"('tr', 'a')",1176
1177,"('s', 'le')",1177
1178,"('addi', 'tional_')",1178
1179,"('min', 'd_')",1179
1180,"('kore', 'a_')",1180
1181,"('fini', 'sh_')",1181
1182,"('sh', 'op')",1182
1183,"('th', 'ree_')",1183
1184,"('de', 'ta')",1184
1185,"('st', 're')",1185
1186,"('out', 'side_')",1186
1187,"('chil', 'dr')",1187
1188,"('childr', 'en_')",1188
1189,"('s', 'day_')",1189
1190,"('h', 'an')",1190
1191,"('pro', 'gr')",1191
1192,"('c', 'oo')",1192
1193,"('o', 'h_')",1193
1194,"('no', 'thing_')",1194
1195,"('p', 'aid_')",1195
1196,"('l', 'ts_')",1196
1197,"('an', 's_')",1197
1198,"('me', 'mb')",1198
1199,"('n', 'or')",1199
1200,"('al', 'right_')",1200
1201,"('con', 'di')",1201
1202,"('employe', 'es_')",1202
1203,"('ti', 'fi')",1203
1204,"('cen', 'ter_')",1204
1205,"('as', 'ked_')",1205
1206,"('reque', 'st_')",1206
1207,"('ro', 'ad_')",1207
1208,"('ex', 'peri')",1208
1209,"('p', 'm_')",1209
1210,"('se', 'ar')",1210
1211,"('so', 'ld_')",1211
1212,"('ci', 'ty_')",1212
1213,"('spic', 'y_')",1213
1214,"('tt', 'en_')",1214
1215,"('ho', 'li')",1215
1216,"('pre', 'sen')",1216
1217,"('oo', 'ds_')",1217
1218,"('tast', 'e_')",1218
1219,"('ri', 'ce_')",1219
1220,"('j', 'ect_')",1220
1221,"('every', 'thing_')",1221
1222,"('tal', 'king_')",1222
1223,"('s', 'aying_')",1223
1224,"('bus', 'y_')",1224
1225,"('p', 'en')",1225
1226,"('ll', 'ow_')",1226
1227,"('buil', 'ding_')",1227
1228,"('sig', 'n')",1228
1229,"('b', 'ed_')",1229
1230,"('co', 'ld_')",1230
1231,"('bo', 'th_')",1231
1232,"('pic', 'k_')",1232
1233,"('tic', 'kets_')",1233
1234,"('re', 'p')",1234
1235,"('c', 'li')",1235
1236,"('gr', 'adu')",1236
1237,"('mon', 'th')",1237
1238,"('h', 'and_')",1238
1239,"('on', 'line_')",1239
1240,"('re', 'gu')",1240
1241,"('re', 'su')",1241
1242,"('boo', 'ked_')",1242
1243,"('rec', 'ently_')",1243
1244,"('par', 'k_')",1244
1245,"('shi', 'p_')",1245
1246,"('sp', 'or')",1246
1247,"('re', 'member_')",1247
1248,"('issu', 'e_')",1248
1249,"('li', 'e')",1249
1250,"('ma', 'y')",1250
1251,"('g', 'ar')",1251
1252,"('o', 'k_')",1252
1253,"('secon', 'd_')",1253
1254,"('par', 'ti')",1254
1255,"('bi', 'r')",1255
1256,"('f', 'ound_')",1256
1257,"('re', 'ason_')",1257
1258,"('gr', 'oup_')",1258
1259,"('compu', 'ter_')",1259
1260,"('impor', 'tant_')",1260
1261,"('inter', 'e')",1261
1262,"('separ', 'ately_')",1262
1263,"('ac', 'ci')",1263
1264,"('p', '.')",1264
1265,"('an', 'i')",1265
1266,"('ci', 'ous_')",1266
1267,"('pac', 'k')",1267
1268,"('v', 'al_')",1268
1269,"('li', 'gh')",1269
1270,"('ha', 'lf_')",1270
1271,"('ex', 'ce')",1271
1272,"('lu', 'g')",1272
1273,"('may', 'be_')",1273
1274,"('pro', 'vi')",1274
1275,"('mat', 'ter_')",1275
1276,"(""'"", '_')",1276
1277,"('b', 'ri')",1277
1278,"('si', 'r_')",1278
1279,"('lea', 'st_')",1279
1280,"('s', 'sage_')",1280
1281,"('w', 'in')",1281
1282,"('eng', 'lish_')",1282
1283,"('ac', 'tu')",1283
1284,"('z', 'ed_')",1284
1285,"('en', 'jo')",1285
1286,"('pho', 'to_')",1286
1287,"('we', 'b')",1287
1288,"('cle', 'an')",1288
1289,"('lug', 'gage_')",1289
1290,"('sto', 'ck_')",1290
1291,"('deliver', 'ed_')",1291
1292,"('s', 'sing_')",1292
1293,"('p', 'aper_')",1293
1294,"('b', 'ag')",1294
1295,"('stu', 'd')",1295
1296,"('l', 'ly_')",1296
1297,"('hur', 't_')",1297
1298,"('sho', 'es_')",1298
1299,"('speci', 'al_')",1299
1300,"('ne', 'ar_')",1300
1301,"('g', 'en')",1301
1302,"('pas', 'sport_')",1302
1303,"('mat', 'eri')",1303
1304,"('w', 'on')",1304
1305,"('at', 'or_')",1305
1306,"('boo', 'ks_')",1306
1307,"('t', 'ou')",1307
1308,"('p', 'ment_')",1308
1309,"('af', 'ter')",1309
1310,"('a', 'p_')",1310
1311,"('s', 'un')",1311
1312,"('do', 'll')",1312
1313,"('mu', 'se')",1313
1314,"('custom', 'ers_')",1314
1315,"('en', 'tr')",1315
1316,"('di', 'sp')",1316
1317,"('ow', 's_')",1317
1318,"('wai', 'ting_')",1318
1319,"('lon', 'ger_')",1319
1320,"('clo', 'se_')",1320
1321,"('c', 'ted_')",1321
1322,"('st', 'or')",1322
1323,"('entr', 'ance_')",1323
1324,"('a', 'w')",1324
1325,"('tal', 'k_')",1325
1326,"('r', 'ing_')",1326
1327,"('al', 'most_')",1327
1328,"('mi', 'sta')",1328
1329,"('fi', 'c_')",1329
1330,"('c', 'r')",1330
1331,"('ma', 'in_')",1331
1332,"('bo', 'x_')",1332
1333,"('l', 's_')",1333
1334,"('shipp', 'ing_')",1334
1335,"('chan', 'ce_')",1335
1336,"('correc', 't_')",1336
1337,"('ban', 'k_')",1337
1338,"('e', 'ating_')",1338
1339,"('he', 'ar_')",1339
1340,"('s', 'ses_')",1340
1341,"('call', 'ing_')",1341
1342,"('sh', 'es_')",1342
1343,"('gu', 'i')",1343
1344,"('plan', 'ning_')",1344
1345,"('an', 'ge_')",1345
1346,"('f', 'l')",1346
1347,"('ne', 't_')",1347
1348,"('ap', 'pro')",1348
1349,"('oun', 'ds_')",1349
1350,"('con', 'fir')",1350
1351,"('month', 's_')",1351
1352,"('b', 'ab')",1352
1353,"('ad', 'd_')",1353
1354,"('custom', 'er_')",1354
1355,"('y', 'e_')",1355
1356,"('vi', 'si')",1356
1357,"('as', 'y_')",1357
1358,"('sub', 'mit_')",1358
1359,"('s', 'wi')",1359
1360,"('for', 'm_')",1360
1361,"('s', 'w')",1361
1362,"('progr', 'am_')",1362
1363,"('h', 'u')",1363
1364,"('acc', 'ount_')",1364
1365,"('over', 'se')",1365
1366,"('sk', 'in_')",1366
1367,"('ou', 'ble_')",1367
1368,"('d', 'es_')",1368
1369,"('ci', 'al_')",1369
1370,"('ter', 's_')",1370
1371,"('m', 'er_')",1371
1372,"('web', 'site_')",1372
1373,"('lar', 'ge_')",1373
1374,"('mar', 'ket_')",1374
1375,"('overse', 'as_')",1375
1376,"('bo', 'ard_')",1376
1377,"('air', 's_')",1377
1378,"('qui', 'te_')",1378
1379,"('chi', 'ld_')",1379
1380,"('pas', 's_')",1380
1381,"('ma', 'king_')",1381
1382,"('deli', 'cious_')",1382
1383,"('op', 'er')",1383
1384,"('see', 'm_')",1384
1385,"('sp', 'on')",1385
1386,"('a', 'ch')",1386
1387,"('se', 'en_')",1387
1388,"('week', 'end_')",1388
1389,"('ba', 'th')",1389
1390,"('con', 'si')",1390
1391,"('fri', 'ends_')",1391
1392,"('p', 'ack_')",1392
1393,"('a', 'tions_')",1393
1394,"('con', 'cer')",1394
1395,"('lo', 'c')",1395
1396,"('le', 'ar')",1396
1397,"('un', 'der_')",1397
1398,"('bir', 'th')",1398
1399,"('cle', 'an_')",1399
1400,"('ea', 'si')",1400
1401,"('la', 'yed_')",1401
1402,"('di', 'sh_')",1402
1403,"('sa', 'u')",1403
1404,"('sh', 'u')",1404
1405,"('b', 'li')",1405
1406,"('of', 'fer_')",1406
1407,"('dr', 'am')",1407
1408,"('z', 'ing_')",1408
1409,"('re', 'st_')",1409
1410,"('fi', 'll_')",1410
1411,"('inter', 'net_')",1411
1412,"('po', 'li')",1412
1413,"('m', '._')",1413
1414,"('peri', 'o')",1414
1415,"('clo', 'ck_')",1415
1416,"('tre', 'at')",1416
1417,"('ssi', 'on_')",1417
1418,"('at', 'ten')",1418
1419,"('m', 'an_')",1419
1420,"('v', '_')",1420
1421,"('s', 'oup_')",1421
1422,"('do', 'or_')",1422
1423,"('l', 'ated_')",1423
1424,"('st', 'y')",1424
1425,"('el', 'ing_')",1425
1426,"('fu', 'll_')",1426
1427,"('no', 'on_')",1427
1428,"('bet', 'we')",1428
1429,"('betwe', 'en_')",1429
1430,"('cu', 'ri')",1430
1431,"('in', 's_')",1431
1432,"('la', 'tion_')",1432
1433,"('at', 'ur')",1433
1434,"('s', 'n')",1434
1435,"('fer', 'ence_')",1435
1436,"('e', 'mail_')",1436
1437,"('ow', 'ed_')",1437
1438,"('happ', 'en_')",1438
1439,"('str', 'ai')",1439
1440,"('ac', 'ce')",1440
1441,"('pro', 'ject_')",1441
1442,"('g', 'es_')",1442
1443,"('tri', 'ed_')",1443
1444,"('birth', 'day_')",1444
1445,"('fu', 'lly_')",1445
1446,"('conveni', 'ence_')",1446
1447,"('s', 'ounds_')",1447
1448,"('wor', 'k')",1448
1449,"('you', 'n')",1449
1450,"('we', 'd')",1450
1451,"('col', 'le')",1451
1452,"('actu', 'ally_')",1452
1453,"('st', 'an')",1453
1454,"('acci', 'dent_')",1454
1455,"('tr', 'ue_')",1455
1456,"('ty', 'pe_')",1456
1457,"('ma', 'ch')",1457
1458,"('mach', 'ine_')",1458
1459,"('dri', 'ver_')",1459
1460,"('deta', 'il')",1460
1461,"('pro', 'fe')",1461
1462,"('b', 'or')",1462
1463,"('e', 'st_')",1463
1464,"('v', 'a')",1464
1465,"('ow', 'n')",1465
1466,"('si', 'mi')",1466
1467,"('li', 'st_')",1467
1468,"('in', 't')",1468
1469,"('he', 'ad')",1469
1470,"('mo', 'de')",1470
1471,"('s', 'we')",1471
1472,"('we', 'a')",1472
1473,"('conveni', 'ent_')",1473
1474,"('in', 'ed_')",1474
1475,"('e', 'asy_')",1475
1476,"('ch', 'ick')",1476
1477,"('in', 'sur')",1477
1478,"('presen', 'tation_')",1478
1479,"('sal', 'e_')",1479
1480,"('sc', 're')",1480
1481,"('doll', 'ars_')",1481
1482,"('bl', 'ack_')",1482
1483,"('fini', 'shed_')",1483
1484,"('ve', 'lo')",1484
1485,"('pu', 'bli')",1485
1486,"('plan', 'e_')",1486
1487,"('ec', 'ted_')",1487
1488,"('for', 'ei')",1488
1489,"('forei', 'g')",1489
1490,"('sum', 'mer_')",1490
1491,"('star', 'ted_')",1491
1492,"('perio', 'd_')",1492
1493,"('sin', 'g')",1493
1494,"('chick', 'en_')",1494
1495,"('ex', 'it_')",1495
1496,"('oo', 'd')",1496
1497,"('treat', 'ment_')",1497
1498,"('po', 'sed_')",1498
1499,"('tic', 's_')",1499
1500,"('g', 'y_')",1500
1501,"('pre', 'pared_')",1501
1502,"('par', 'king_')",1502
1503,"('ea', 'k_')",1503
1504,"('ex', 'ac')",1504
1505,"('exac', 'tly_')",1505
1506,"('ci', 'p')",1506
1507,"('si', 'tu')",1507
1508,"('th', 'er')",1508
1509,"('w', 'ar')",1509
1510,"('i', 't')",1510
1511,"('en', 'ly_')",1511
1512,"('ow', 'ing_')",1512
1513,"('shu', 'ttle_')",1513
1514,"('expen', 'ses_')",1514
1515,"('you', 'r')",1515
1516,"('ic', '_')",1516
1517,"('lie', 've_')",1517
1518,"('col', 'ors_')",1518
1519,"('comp', 'an')",1519
1520,"('compan', 'ies_')",1520
1521,"('qu', 'a')",1521
1522,"('memb', 'ers_')",1522
1523,"('insur', 'ance_')",1523
1524,"('separ', 'ate_')",1524
1525,"('j', 'ap')",1525
1526,"('r', 'en')",1526
1527,"('go', 'es_')",1527
1528,"('mp', 'le_')",1528
1529,"('d', 'on_')",1529
1530,"('run', '_')",1530
1531,"('me', 'at_')",1531
1532,"('exerci', 'se_')",1532
1533,"('ke', 'ting_')",1533
1534,"('m', 'y')",1534
1535,"('tic', '_')",1535
1536,"('pho', 'to')",1536
1537,"('ac', 'k')",1537
1538,"('d', 'own')",1538
1539,"('ne', 'ar')",1539
1540,"('simi', 'lar_')",1540
1541,"('ex', 'pla')",1541
1542,"('or', 'g')",1542
1543,"('prin', 't_')",1543
1544,"('holi', 'day_')",1544
1545,"('strai', 'ght_')",1545
1546,"('sc', 'ri')",1546
1547,"('ei', 'ther_')",1547
1548,"('d', 'en')",1548
1549,"('g', 'oods_')",1549
1550,"('re', 'gar')",1550
1551,"('p', 'ed_')",1551
1552,"('dri', 've_')",1552
1553,"('muse', 'um_')",1553
1554,"('sudd', 'enly_')",1554
1555,"('s', 'af')",1555
1556,"('f', 'it_')",1556
1557,"('t', 'v_')",1557
1558,"('hi', 'bi')",1558
1559,"('ad', 'ver')",1559
1560,"('a', 'fr')",1560
1561,"('afr', 'aid_')",1561
1562,"('des', 'ser')",1562
1563,"('acc', 'ord')",1563
1564,"('j', 'e')",1564
1565,"('fun', '_')",1565
1566,"('o', ""'"")",1566
1567,"('bath', 'room_')",1567
1568,"('che', 'aper_')",1568
1569,"('ur', 'g')",1569
1570,"('after', 'noon_')",1570
1571,"('d', 'at')",1571
1572,"('re', 'spon')",1572
1573,"('fa', 'ce_')",1573
1574,"('near', 'by_')",1574
1575,"('der', 'ing_')",1575
1576,"('plac', 'es_')",1576
1577,"('mista', 'ke_')",1577
1578,"('ri', 'de_')",1578
1579,"('adver', 'ti')",1579
1580,"('sear', 'ch_')",1580
1581,"('we', 'ight_')",1581
1582,"('con', 'ference_')",1582
1583,"('ou', 'l_')",1583
1584,"('ra', 'ther_')",1584
1585,"('ex', 'am_')",1585
1586,"('inter', 'view_')",1586
1587,"('mar', 'keting_')",1587
1588,"('shop', 'ping_')",1588
1589,"('appli', 'ed_')",1589
1590,"(""o'"", 'clock_')",1590
1591,"('clu', 'b_')",1591
1592,"('brea', 'k')",1592
1593,"('happ', 'ened_')",1593
1594,"('lo', 'cation_')",1594
1595,"('m', 'er')",1595
1596,"('ch', 'ea')",1596
1597,"('coup', 'on_')",1597
1598,"('di', 'vi')",1598
1599,"('enjo', 'y_')",1599
1600,"('bab', 'y_')",1600
1601,"('ar', 'ing_')",1601
1602,"('l', 'ay_')",1602
1603,"('sy', 'ste')",1603
1604,"('mi', 'dd')",1604
1605,"('c', 'k')",1605
1606,"('fri', 'day_')",1606
1607,"('l', 'ing_')",1607
1608,"('t', 'on')",1608
1609,"('ou', 's')",1609
1610,"('str', 'u')",1610
1611,"('stu', 'dy_')",1611
1612,"('at', 'u')",1612
1613,"('la', 'tions_')",1613
1614,"('midd', 'le_')",1614
1615,"('l', 'in')",1615
1616,"('h', 'and')",1616
1617,"('t', 'own_')",1617
1618,"('re', 'lea')",1618
1619,"('r', 'ent_')",1619
1620,"('ge', 'ts_')",1620
1621,"('e', 'ment_')",1621
1622,"('vie', 'w')",1622
1623,"('un', 'comfortable_')",1623
1624,"('curr', 'ently_')",1624
1625,"('c', 'al')",1625
1626,"('se', 'oul_')",1626
1627,"('parti', 'cip')",1627
1628,"('proce', 'ss_')",1628
1629,"('st', 'ri')",1629
1630,"('lo', 've_')",1630
1631,"('la', 'un')",1631
1632,"('experi', 'ence_')",1632
1633,"('ce', 'le')",1633
1634,"('sau', 'ce_')",1634
1635,"('gen', 'er')",1635
1636,"('gui', 'de_')",1636
1637,"('su', 'p')",1637
1638,"('syste', 'm_')",1638
1639,"('wh', 'e')",1639
1640,"('poin', 'ts_')",1640
1641,"('sty', 'le_')",1641
1642,"('arri', 'ved_')",1642
1643,"('con', 'ne')",1643
1644,"('ar', 't_')",1644
1645,"('dr', 'y_')",1645
1646,"('b', 'lu')",1646
1647,"('c', 'op')",1647
1648,"('al', 'one_')",1648
1649,"('care', 'ful_')",1649
1650,"('ti', 'red_')",1650
1651,"('ca', 'ke_')",1651
1652,"('cont', 'in')",1652
1653,"('reser', 've_')",1653
1654,"('situ', 'ation_')",1654
1655,"('person', 'al_')",1655
1656,"('co', 'sme')",1656
1657,"('mi', 'l')",1657
1658,"('si', 'c_')",1658
1659,"('my', 'self_')",1659
1660,"('chin', 'ese_')",1660
1661,"('pl', 'ay_')",1661
1662,"('bro', 'ken_')",1662
1663,"('be', 'lieve_')",1663
1664,"('g', 'ge')",1664
1665,"('t', 'end_')",1665
1666,"('e', 'f_')",1666
1667,"('m', 'om_')",1667
1668,"('ac', 'ti')",1668
1669,"('l', 'and_')",1669
1670,"('tran', 'spor')",1670
1671,"('d', 'ation_')",1671
1672,"('h', 'ar')",1672
1673,"('ev', 'ening_')",1673
1674,"('po', 'st')",1674
1675,"('happ', 'y_')",1675
1676,"('f', 'ect_')",1676
1677,"('h', 'on')",1677
1678,"('ma', 'p_')",1678
1679,"('ta', 'in_')",1679
1680,"('sh', 'ing_')",1680
1681,"('break', 'fast_')",1681
1682,"('docu', 'ments_')",1682
1683,"('ma', 'kes_')",1683
1684,"('dri', 'ving_')",1684
1685,"('st', 'in')",1685
1686,"('c', 'tor_')",1686
1687,"('str', 'ation_')",1687
1688,"('regi', 'ster_')",1688
1689,"('dat', 'a_')",1689
1690,"('c', 'at')",1690
1691,"('sup', 'posed_')",1691
1692,"('v', 'ari')",1692
1693,"('t', 'ory_')",1693
1694,"('cu', 'p_')",1694
1695,"('br', 'ought_')",1695
1696,"('disc', 'oun')",1696
1697,"('sha', 'll_')",1697
1698,"('de', 'velo')",1698
1699,"('o', 'c')",1699
1700,"('pack', 'age_')",1700
1701,"('fri', 'ed_')",1701
1702,"('des', 'k_')",1702
1703,"('deci', 'ded_')",1703
1704,"('pre', 'sent_')",1704
1705,"('g', 'ate_')",1705
1706,"('vi', 'ous_')",1706
1707,"('am', 's_')",1707
1708,"('ho', 'ld_')",1708
1709,"('lea', 'ving_')",1709
1710,"('differ', 'ence_')",1710
1711,"('ad', 'e_')",1711
1712,"('whi', 'te_')",1712
1713,"('pre', 'ss_')",1713
1714,"('chec', 'king_')",1714
1715,"('d', 'ro')",1715
1716,"('m', 'ing_')",1716
1717,"('wri', 'tten_')",1717
1718,"('ori', 'gin')",1718
1719,"('in', 'i')",1719
1720,"('transpor', 'tation_')",1720
1721,"('g', 'one_')",1721
1722,"('par', 'ty_')",1722
1723,"('en', 's_')",1723
1724,"('st', 'op')",1724
1725,"('cer', 'tifi')",1725
1726,"('se', 'ction_')",1726
1727,"('di', 'shes_')",1727
1728,"('cre', 'am_')",1728
1729,"('stic', '_')",1729
1730,"('t', 'un')",1730
1731,"('org', 'ani')",1731
1732,"('tr', 'af')",1732
1733,"('x', 'ed_')",1733
1734,"('se', 'ment_')",1734
1735,"('r', 't_')",1735
1736,"('loo', 'ked_')",1736
1737,"('ef', 'fec')",1737
1738,"('hi', 'gh')",1738
1739,"('deci', 'de_')",1739
1740,"('n', 'ood')",1740
1741,"('hur', 'ts_')",1741
1742,"('relea', 'sed_')",1742
1743,"('deli', 'ver_')",1743
1744,"('z', 'z')",1744
1745,"('traf', 'fic_')",1745
1746,"('hur', 'ry_')",1746
1747,"('co', 'sts_')",1747
1748,"('tt', 'on_')",1748
1749,"('incre', 'ase_')",1749
1750,"('ta', 'b')",1750
1751,"('ss', 'or_')",1751
1752,"('accord', 'ing_')",1752
1753,"('any', 'way_')",1753
1754,"('ir', 'd_')",1754
1755,"('no', 'ti')",1755
1756,"('mode', 'l_')",1756
1757,"('stu', 'dent_')",1757
1758,"('e', 'ti')",1758
1759,"('du', 'ce_')",1759
1760,"('ques', 'tions_')",1760
1761,"('detail', 's_')",1761
1762,"('l', 'an')",1762
1763,"('stud', 'ents_')",1763
1764,"('for', 'ward_')",1764
1765,"('poin', 't_')",1765
1766,"('wh', 'o')",1766
1767,"('youn', 'g_')",1767
1768,"('drin', 'ks_')",1768
1769,"('whe', 'ther_')",1769
1770,"('dram', 'a_')",1770
1771,"('exp', 'ected_')",1771
1772,"('le', 'v')",1772
1773,"('ga', 've_')",1773
1774,"('issu', 'ed_')",1774
1775,"('de', 'layed_')",1775
1776,"('si', 'dent_')",1776
1777,"('se', 'lling_')",1777
1778,"('publi', 'c_')",1778
1779,"('be', 'h')",1779
1780,"('beh', 'ind_')",1780
1781,"('ag', 'es_')",1781
1782,"('ki', 'ds_')",1782
1783,"('re', 'lated_')",1783
1784,"('proce', 'ed_')",1784
1785,"('ll', 'ed_')",1785
1786,"('f', 'av')",1786
1787,"('for', 'got_')",1787
1788,"('ar', 'r')",1788
1789,"('t', 'ors_')",1789
1790,"('t', 'ow')",1790
1791,"('fi', 'sh_')",1791
1792,"('profe', 'ssor_')",1792
1793,"('par', 'ents_')",1793
1794,"('k', 'in')",1794
1795,"('en', 'ter')",1795
1796,"('concer', 't_')",1796
1797,"('f', 'are_')",1797
1798,"('n', 'd_')",1798
1799,"('desser', 't_')",1799
1800,"('wee', 'ks_')",1800
1801,"('ki', 'm_')",1801
1802,"('sing', 'le_')",1802
1803,"('cho', 'ice_')",1803
1804,"('fe', 'els_')",1804
1805,"('re', 'ci')",1805
1806,"('er', 'y_')",1806
1807,"('va', 'cation_')",1807
1808,"('r', 'ate_')",1808
1809,"('er', 'ing_')",1809
1810,"('ver', 'si')",1810
1811,"('po', 'si')",1811
1812,"('vi', 'a_')",1812
1813,"('nee', 'ds_')",1813
1814,"('ke', 'e')",1814
1815,"('f', 'y_')",1815
1816,"('na', 'tional_')",1816
1817,"('wor', 'ks_')",1817
1818,"('sle', 'ep_')",1818
1819,"('new', 's_')",1819
1820,"('chan', 'ging_')",1820
1821,"('wat', 'ching_')",1821
1822,"('ma', 'ke')",1822
1823,"('bo', 'ss_')",1823
1824,"('te', 'm')",1824
1825,"('fr', 'u')",1825
1826,"('con', 'su')",1826
1827,"('supp', 'ort_')",1827
1828,"('any', 'one_')",1828
1829,"('se', 'ason_')",1829
1830,"('pa', 'in')",1830
1831,"('wea', 'ther_')",1831
1832,"('wor', 'ked_')",1832
